long,lat,time,temp,salt,total_nitrogen,ph,macroalgae,Year,Zone
152.668788,-23.986022,2015-01-01,21.7539520263672,35.4861183166504,125.077980041504,8.1331958770752,1.04696383940867e-12,2015,Southern GBR
152.698788,-23.986022,2015-01-01,21.739896774292,35.4860343933105,125.223007202148,8.13340187072754,1.0130730889595899e-12,2015,Southern GBR
152.728788,-23.986022,2015-01-01,21.7000465393066,35.4879837036133,123.962882995605,8.13343811035156,9.99632993568811e-13,2015,Southern GBR
152.758788,-23.986022,2015-01-01,21.6477813720703,35.4894790649414,124.456687927246,8.13376808166504,9.99660640724209e-13,2015,Southern GBR
152.788788,-23.986022,2015-01-01,21.5852336883545,35.4919738769531,126.289451599121,8.13379192352295,9.99685252113525e-13,2015,Southern GBR
